subject,subject_brier,subject_log_loss,n_rows,task_name,model
sub-02,0.0015139123793575819,0.033314691301331543,3,awake_base1_vs_lor,confounds_motion_propofol
sub-03,0.001370779711955707,0.031499422910612536,3,awake_base1_vs_lor,confounds_motion_propofol
sub-04,0.0019402510467423637,0.03456739909662197,3,awake_base1_vs_lor,confounds_motion_propofol
sub-05,0.0003962196853610236,0.019117155433778277,3,awake_base1_vs_lor,confounds_motion_propofol
sub-06,0.002759522554773885,0.041279101679154676,3,awake_base1_vs_lor,confounds_motion_propofol
sub-07,0.002249576857834526,0.03887894895510328,3,awake_base1_vs_lor,confounds_motion_propofol
sub-11,0.024532864647166,0.14109214292068892,3,awake_base1_vs_lor,confounds_motion_propofol
sub-12,0.0007818237791709077,0.027314910530455944,3,awake_base1_vs_lor,confounds_motion_propofol
sub-13,0.00038644302976418703,0.019723298639964384,3,awake_base1_vs_lor,confounds_motion_propofol
sub-14,0.017839457062856282,0.12451868970789821,3,awake_base1_vs_lor,confounds_motion_propofol
sub-15,0.1681732282132585,0.46895787236731984,3,awake_base1_vs_lor,confounds_motion_propofol
sub-16,0.00015692926973635065,0.009352511204459013,2,awake_base1_vs_lor,confounds_motion_propofol
sub-17,0.01498070572181171,0.11428058750215835,3,awake_base1_vs_lor,confounds_motion_propofol
sub-18,0.00011641474330682909,0.008162909313089113,3,awake_base1_vs_lor,confounds_motion_propofol
sub-19,0.08844168922147588,0.2527928861096957,3,awake_base1_vs_lor,confounds_motion_propofol
sub-20,9.117770295882858e-05,0.005835385873995089,3,awake_base1_vs_lor,confounds_motion_propofol
sub-21,0.00014846869093908846,0.010786669134749023,3,awake_base1_vs_lor,confounds_motion_propofol
sub-22,0.0001109083874963347,0.008098031794862822,3,awake_base1_vs_lor,confounds_motion_propofol
sub-23,0.0001272657180454424,0.008879673523386967,3,awake_base1_vs_lor,confounds_motion_propofol
sub-24,0.004298813132562299,0.056172413825940265,3,awake_base1_vs_lor,confounds_motion_propofol
sub-25,0.00015034406612960094,0.009302844897767422,3,awake_base1_vs_lor,confounds_motion_propofol
sub-26,0.0005209351208384541,0.02293326568097104,3,awake_base1_vs_lor,confounds_motion_propofol
sub-27,0.0016758854524913716,0.038117043719752386,3,awake_base1_vs_lor,confounds_motion_propofol
sub-28,0.0001999517950498402,0.011811034276482954,3,awake_base1_vs_lor,confounds_motion_propofol
sub-29,0.00018844596912926333,0.008022921577474862,3,awake_base1_vs_lor,confounds_motion_propofol
sub-30,0.00026890087687696614,0.014505447970114804,3,awake_base1_vs_lor,confounds_motion_propofol
sub-02,0.0005787018079912204,0.021368190220997788,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-03,0.0012105465090165373,0.02652682448900037,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-04,0.0022112131879216484,0.03653043676522496,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-05,0.0004141338152713881,0.017781673483503554,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-06,0.004538431625990103,0.052941328497197404,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-07,0.001596877188606796,0.031210486047798424,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-11,0.00704515460088555,0.07538699214074135,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-12,0.00046476045667634175,0.021564912250743726,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-13,0.0004948787771006537,0.020087448392883685,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-14,0.017497076506003375,0.12253579440812841,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-15,0.10075437137778553,0.33080445326924407,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-16,0.00010861386150042213,0.007514605378956201,2,awake_base1_vs_lor,standard_fc_plus_confounds
sub-17,0.048118733738250374,0.21449640700826458,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-18,0.0001571654980562907,0.009460872762714869,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-19,0.1189199286381411,0.3104469066816114,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-20,0.0001492758588674958,0.007699439948247694,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-21,0.0004336622505910376,0.015276224071470603,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-22,8.335539569709788e-05,0.008952167425074006,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-23,3.0371177641692515e-05,0.005052408021001614,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-24,0.016371030916128224,0.1041535367366991,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-25,0.00016530698258318587,0.009900361856212141,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-26,0.0005275162327045692,0.0227442813808303,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-27,0.0005028468079761301,0.01948154690547416,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-28,0.00010506569341069137,0.009294629280235422,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-29,9.68716811652077e-05,0.005733525185725368,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-30,0.000347484818395715,0.015817985668339418,3,awake_base1_vs_lor,standard_fc_plus_confounds
sub-02,0.0004550539855812448,0.018890287855102387,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-03,0.001020950629785132,0.023680991788159373,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-04,0.0016485559523577136,0.03189688405608817,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-05,0.0004139571236293366,0.01788504541103061,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-06,0.004930338981751996,0.05580840605548817,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-07,0.001542231225772164,0.030947827075743898,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-11,0.006207669645751109,0.07008496328426607,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-12,0.00045191295892599916,0.021376007211809458,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-13,0.00039359564028803017,0.01849698502120265,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-14,0.01636801856448793,0.11840339352073313,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-15,0.09251488403048484,0.3131582379119556,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-16,0.00010310198299061336,0.007366049198843779,2,awake_base1_vs_lor,gcc_core_plus_confounds
sub-17,0.04459762994588651,0.20214950051282857,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-18,0.00017914483632976041,0.010095014221906751,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-19,0.104551789225588,0.28075809257731166,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-20,0.00017418465156899266,0.008311364992026529,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-21,0.0004732433322350833,0.01525525219019129,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-22,0.0001635496698837428,0.012688293796044777,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-23,1.7282550232751667e-05,0.003997521515137252,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-24,0.019357076985190787,0.11620445690969466,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-25,0.00013473647416259053,0.009669088937981475,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-26,0.0007639219332219267,0.02683609098280551,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-27,0.0004816764046346427,0.019116835481837565,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-28,0.00010017404833232028,0.008842554231055963,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-29,8.202939598159758e-05,0.0052726492682129075,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-30,0.0004858412243850335,0.017676288567323745,3,awake_base1_vs_lor,gcc_core_plus_confounds
sub-02,0.0008965954662183863,0.022635579878281104,3,awake_base1_vs_lor,gcc_regime_plus_confounds
sub-03,0.0001424647706281065,0.009571370691184118,3,awake_base1_vs_lor,gcc_regime_plus_confounds
sub-04,0.00021080133623763335,0.014026665518758695,3,awake_base1_vs_lor,gcc_regime_plus_confounds
sub-05,0.0005868114927139587,0.02020037365897873,3,awake_base1_vs_lor,gcc_regime_plus_confounds
sub-06,0.016144691549656726,0.09362384581442808,3,awake_base1_vs_lor,gcc_regime_plus_confounds
sub-07,0.0002381783210537558,0.012895599487213723,3,awake_base1_vs_lor,gcc_regime_plus_confounds
